edge_id,lat_start,lon_start,lat_end,lon_end
-1057067154,28.600246356145288,77.2304351071771,28.59891046328603,77.2298745492941
-1057067155#0,28.598891627878775,77.23067935327458,28.59887190588612,77.23029320457862
-1057067155#3,28.59953774476558,77.2312881165809,28.598899932691836,77.23082715585565
-1057067155#4,28.600018168633827,77.23061615151096,28.599668514952928,77.23128627958951
-1057067155#5,28.59957466464306,77.23016860013095,28.599986854125294,77.23046295393605
-1057067166,28.59703297149448,77.2312254738075,28.597057509467724,77.2309077408136
-1057069133,28.596554354518577,77.23009887852524,28.596571649631922,77.23078062410056
-1057069134,28.595844141350785,77.23127416544948,28.59528316285223,77.23094171475996
-1057069135#0,28.594116351200306,77.23096828249207,28.594668438176104,77.23095285460164
-1057069135#1,28.594105769987923,77.23061884059554,28.594112654590294,77.23082007283539
-1057069136,28.59749005940785,77.21831698300996,28.597887954106614,77.21778278456662
-1057069137,28.597103199360006,77.21247877516576,28.597982475754662,77.21211933959249
-1057069138,28.595948924480673,77.22512415480918,28.595791514467543,77.22348860053074
-1057069142#0,28.596371542569248,77.26010742723152,28.596135099540515,77.25994799762071
-1057069142#1,28.59802737769717,77.25985886672989,28.59649864197032,77.26011464581704
-1057069148#0,28.590023305071828,77.25167323149849,28.590027233503807,77.25207230114594
-1057069148#1,28.589755822493792,77.25168163639584,28.58989206621416,77.25167615836408
-1057069150#0,28.589242675699012,77.24834481498009,28.589189180707116,77.24848024857711
-1057069150#1,28.589322567723038,77.24814646142885,28.589296509316533,77.24821071737163
-1057069150#2,28.589407457991253,77.24792960899191,28.589375400533655,77.24801285343524
-1057069151#0,28.58873908301234,77.25107667082077,28.58875552523433,77.25090150220093
-1057069151#1,28.588746931912336,77.25135386574323,28.58873334272147,77.25124307173375
-1057069154,28.58798540544795,77.25138159103521,28.58802673016447,77.25188684261728
-1057069155,28.58833097008041,77.25110477407421,28.588296097894993,77.25109115070882
-1057069156#0,28.592256391742033,77.24184246497336,28.59269184700098,77.24191232988338
-1057069157,28.589659772859555,77.24321492880605,28.58922794542623,77.24346571608505
-1057069158,28.587901517112986,77.24645171065485,28.58891231107969,77.2452329165207
-1057069159,28.59080846406313,77.24144698663116,28.591303546308485,77.24021298060278
-1057069165,28.588914534838768,77.21674802569537,28.588622674352095,77.21678493762008
-1057069166#0,28.588421532279106,77.2177077967723,28.58831621686985,77.21683166334671
-1057069166#1,28.588469032986136,77.21810246336861,28.588439170862625,77.21785404244721
-1057069167,28.58837076870659,77.21868737653351,28.588914740049116,77.21819196759087
-1057069168,28.58848054931388,77.2197915676146,28.58912466339388,77.21970492235636
-1057069183,28.593005457980155,77.23376889319162,28.592749655950893,77.23340782882883
-1060463404#0,28.628438737134807,77.20346574946079,28.628622264070433,77.20360426684887
-1060463404#1,28.628020668254184,77.20315206246673,28.628330347113895,77.20338412748791
-1060463405#0,28.6282071287858,77.20372597925622,28.628329102452405,77.20349393350035
-1060463405#1,28.627984315543202,77.2041499120084,28.628140556993486,77.20385252069696
-1060463406#1,28.62745189768823,77.20451470511688,28.627921494605268,77.20417344916763
-1063253367,28.598915369437858,77.17794894932953,28.599790917884878,77.17738967339001
-1063253369#0,28.600856188632246,77.17951622631362,28.600038186622555,77.1801491640559
-1063253369#1,28.599900496811927,77.17742086648896,28.600934090438994,77.17939627261785
-1063253369#2,28.599350226720702,77.17633960509481,28.599834838413233,77.17729549802611
-1063253369#3,28.599084390139137,77.17582375817918,28.59928487558072,77.17621189281074
-1063253370,28.59660875305159,77.182319029618,28.59729320333119,77.18271318291349
-1063253371#0,28.601705462833998,77.18276636510012,28.602732775925194,77.1839618358402
-1063253371#1,28.601322196041952,77.18264700058378,28.601634452362827,77.18263188361705
-1063253371#2,28.600871024575692,77.18380820244396,28.601267225489444,77.18278838523852
-1063253372,28.603624683145846,77.1864809013033,28.603243201556978,77.1868943341439
-1063253374#0,28.603881647246077,77.19115813788649,28.603433968095572,77.19070368951004
-1063253374#1,28.604356044117637,77.19066301338269,28.60397731316051,77.1911232144889
-1063253374#2,28.605048827818326,77.18981395392161,28.60444627246064,77.19055139749794
-1063253374#3,28.60589526224408,77.18886459954868,28.605139054914336,77.18970795989183
-1063253375#1,28.604221601157295,77.1938262324843,28.605779631913926,77.19360024513865
-1063253376#0,28.604159509618814,77.19695781950527,28.604022665105127,77.19702817615799
-1063253376#1,28.60560569725659,77.19518691388987,28.60427788314436,77.19689699568676
-1063253379,28.60843741456005,77.19747117833806,28.60984449189786,77.19621564263953
-1063253380#0,28.607224093391814,77.19881844287757,28.60722314737563,77.19895461234596
-1063253380#1,28.607250190078833,77.19804397572314,28.60722730782731,77.19867035808879
-1063253381#0,28.6063134392315,77.19862228494267,28.60634638201023,77.19798752903228
-1063253381#1,28.606304512778472,77.19889999613413,28.606307691077273,77.19877082688977
-1063253395,28.5926768280152,77.20003893710731,28.591370926895085,77.20091850321413
-1063265532,28.598747549290636,77.19801754225038,28.602185003826417,77.19571224700134
-1067539598,28.630591504374824,77.17695185499026,28.630673097614448,77.17715234788925
-1071184548,28.589954618591587,77.23047320645834,28.589760785630336,77.23049109187687
-1071187610,28.588131787460153,77.21503752697778,28.588114442920393,77.2148730921692
-1071187611#0,28.58814318581708,77.21487001474011,28.588160453515858,77.21503363018198
-1071187611#1,28.588110949254933,77.21449591090635,28.58812996864704,77.21472355584311
-1071416787,28.600691362520724,77.25892001137304,28.599662597738664,77.25821599366235
-1071423065,28.593096282285543,77.26149960089128,28.59212662254565,77.26073636155145
-1071423067,28.59727495317857,77.26148338434089,28.596628854019823,77.26124453523134
-1071423068#0,28.59654142090361,77.26114196495097,28.59643311487118,77.26019175695353
-1071423068#1,28.596496126103858,77.26138543019738,28.596546739980166,77.26128826976348
-1071423070#0,28.59460887201112,77.26037260749528,28.596037911142567,77.25991637285561
-1071423070#1,28.593211593236568,77.26039044090818,28.594478872743018,77.26036614465951
-1071423070#2,28.592327614413467,77.26054356967217,28.59296879131187,77.26045547473115
-1071423070#4,28.59171166217921,77.2606718677172,28.592040102013552,77.26066019043965
-1071423070#5,28.59138714694016,77.26067003288667,28.591563698588526,77.26067677648739
-1071423070#6,28.590608960748973,77.26059848129024,28.591248645489046,77.26066481935446
-1071423070#7,28.589910540508804,77.25886461928215,28.59053553318119,77.260543343493
-1071437712#1,28.59204880908925,77.22185684819743,28.592205655958566,77.22346207102548
-1071437712#2,28.59198344389152,77.22130865289837,28.59203254819972,77.22170939925732
-1071437713#0,28.591230513852125,77.22238634780413,28.591358975521114,77.22351038795267
-1071467572#0,28.589293049915145,77.21776831385623,28.58931587699438,77.21799450824051
-1071467572#1,28.58918978563402,77.21671158285973,28.589278566540127,77.21762223546526
-1071490874#0,28.589039100741928,77.21893479580052,28.589273149028866,77.21910593188113
-1071490874#1,28.588401617234208,77.21898018387333,28.588918866934705,77.21889373100353
-1071540976#0,28.589367153452923,77.21923354261298,28.58941307803724,77.21968011096811
-1071540976#1,28.589312825558558,77.2187049150242,28.589350191666686,77.21906809120819
-1071540976#2,28.589255920299138,77.21815169952063,28.589296464303203,77.21854683664326
-1071540977,28.589208216492207,77.21772533563158,28.58851268746298,77.21778903736976
-1071853800#0,28.625243158018016,77.26045342343687,28.625642603528473,77.26034448834426
-1071853800#1,28.618858551199448,77.26104291005468,28.62511627554056,77.26048731279421
-1071853801#0,28.625049152578107,77.25942687868334,28.625028049898205,77.25921526150944
-1071853801#1,28.625157221440844,77.2604126208296,28.625064569611624,77.25957364406919
-1071853802,28.625135424539913,77.25947464126504,28.625591478589183,77.25976378496337
-1071853803#1,28.62663351505,77.25934117650735,28.627854269170673,77.25944995759099
-1071853803#2,28.625662437841527,77.25980999287158,28.62651271850681,77.25931312576364
-1071853803#3,28.62567444126502,77.26027491826659,28.62559389019205,77.25991129505987
-1071853803#4,28.626628188628853,77.26151512357039,28.62573099842014,77.26040559123568
-1071859970,28.626649464019938,77.25867150599281,28.62658763978505,77.25924079636064
-1072954052#0,28.627641002285,77.20197464187781,28.62793711089019,77.20150959148039
-1072954052#1,28.62746233251841,77.20225326127051,28.627563327344596,77.20209604334804
-1072954052#2,28.627229239781872,77.20261603078944,28.627383646892312,77.20237576611886
-1072954053#0,28.62755062289193,77.20201723951307,28.62711102181994,77.20169022629972
-1072954053#1,28.628156905419974,77.20247556686473,28.627660979929654,77.20210002543354
-1072954055#0,28.63004345830857,77.19997324528275,28.630021239426615,77.19978573680731
-1072954055#2,28.629558149261296,77.20084352638087,28.629906370595624,77.20025846887307
-1072958464#0,28.630713640290846,77.20094741112185,28.6303905048355,77.20175419672294
-1072958464#1,28.630876942947083,77.20063706447125,28.63078114148884,77.20081904332439
-1072958465#0,28.629442743202638,77.19804292424978,28.629733073938894,77.19824461082365
-1072958465#1,28.629368160653105,77.19833538341086,28.629370374967195,77.19816556632048
-1072958465#2,28.629660349698064,77.19836693885138,28.629475448340383,77.19841840995511
-1072960938,28.618826395911775,77.2016477859311,28.618880248866684,77.2009043885679
-1072960940,28.619433122711104,77.2007850352171,28.61945334170105,77.20027898335745
-1072960941#0,28.618568655982447,77.20173954947717,28.618617817164598,77.20089063109471
-1072960942,28.61871860388342,77.19427579105388,28.617880594662424,77.1955046410292
-1072960943#0,28.62094341034638,77.19716871334242,28.62087396276837,77.19683308952773
-1072960943#1,28.621107764186917,77.19805584720314,28.620939306126136,77.197316083177
-1072960944#0,28.621225842146472,77.19714545249813,28.621774702597566,77.19683385047387
-1072960944#1,28.62102377307488,77.19722069789943,28.62111189557965,77.1972003434828
-1072960945#0,28.62179786548725,77.1967575368384,28.62164916787459,77.19640696677796
-1072960945#1,28.62207982290693,77.1973811529926,28.621855211025483,77.19688798569767
-1072960946#0,28.622240577439992,77.19735535798958,28.621698644702043,77.1963159645259
-1072960946#2,28.621904310820895,77.19754356455208,28.622057556670132,77.19745779212832
-1072960946#3,28.621696156497592,77.19766019963446,28.62178775963741,77.19760883148552
-1072960946#4,28.621216008577022,77.19725108447612,28.621579695466757,77.19772546820148
-1072963716#0,28.624303175894518,77.20433323387056,28.62460545751454,77.20416028818828
-1072963716#1,28.62408541422248,77.20445773533123,28.624187054498062,77.20439962827263
-1072963717#0,28.62400283669219,77.20363802991687,28.624303713012416,77.20346822334562
-1072963717#1,28.623791497473544,77.20377821024688,28.623885869311096,77.20371207677076
-1072967420#0,28.628889333427143,77.20252277056203,28.62899071217968,77.2025861447773
-1072967420#1,28.628636109381933,77.20236449363269,28.628771340747072,77.20244902752515
-1072967421#1,28.62901784303637,77.20270994095513,28.62898205885827,77.20295739091037
-1072967421#2,28.62927817378652,77.20225907051649,28.62908905426427,77.20258656258295
-1072967422,28.628813643266906,77.20430274687865,28.62898835814622,77.2039458123222
-1072967423#0,28.62964968671288,77.20314426943135,28.62925689638573,77.20285738998028
-1072967424,28.630966632063913,77.20502578296298,28.62991454318004,77.20471150664639
-1072967425#0,28.629828190376244,77.20494460587668,28.62983336221531,77.20476544197118
-1072967425#1,28.629822588282583,77.20513910063099,28.629823863355544,77.20509402806024
-1072978656#0,28.62420970374856,77.204321872421,28.623968161538652,77.20376175613832
-1072978656#3,28.62483066443015,77.20569614842972,28.624268272754527,77.20445429664035
-1072978659#0,28.6267034739038,77.19604140017752,28.62702518840617,77.19565980479355
-1072978659#1,28.62657823326875,77.19690976638636,28.62663116957881,77.196165780458
-1072978660#0,28.627699276724996,77.19594984992978,28.627700297075286,77.19594813268617
-1072978660#1,28.627363799599333,77.19651799597887,28.62763043570406,77.1960665314572
-1073010464,28.621736499813007,77.19795431681065,28.621660275466695,77.19778073030982
-1073010465,28.621954812270754,77.19782889518838,28.62187165379749,77.19766559429156
-1073010466,28.622282933223666,77.19764225817069,28.62220594946893,77.19747652904886
-1073010467,28.621231283382247,77.19458277990802,28.61914598661951,77.19665548161639
-1074118193,28.603969848959906,77.19003858631518,28.604359967068394,77.19052077440634
-1074118206#1,28.593454081561205,77.18929113198956,28.59244357279306,77.1918117273612
-1074118206#2,28.59363547568713,77.1888587735086,28.593509205036366,77.18915743176252
-1074123295#0,28.599017387612435,77.19621051118135,28.59921300542054,77.19603219025988
-1074123295#1,28.597834674373367,77.1976632082595,28.598938068258562,77.1963279664787
-1074123295#2,28.597820343162297,77.1979071495059,28.59780097770239,77.19778263308967
-1074123299,28.596635280375537,77.20698179520373,28.59633428435431,77.20658231520412
-1074129724,28.59970075236159,77.19701409678304,28.599030900609936,77.19633991667075
-1074157512#1,28.61092450269044,77.19986116468338,28.608013865589957,77.2049275600938
-1074157514,28.60273760316768,77.20607908811299,28.60280907300328,77.20522463177691
-1074157520#0,28.605444586632885,77.19922541245295,28.605446850360845,77.19905808881933
-1074157520#1,28.60707234731775,77.19942342884235,28.60551917092358,77.1993165307683
-1074157520#2,28.60822017796948,77.19946595628667,28.607206404006632,77.19943041429134
-1074157520#3,28.610766723134095,77.19964806381563,28.608350274202692,77.19947234820981
-1074381013,28.590802749185453,77.20046309570056,28.589518575474813,77.20050984396434
-1074381016,28.587723183395095,77.1948103900688,28.58850049734423,77.19552433618574
-1074392481,28.589573058747582,77.2425061989425,28.59017332544756,77.24268720718015
-1074715751#0,28.60603268418617,77.23665873957636,28.605724680251328,77.2368699869059
-1074715751#1,28.606153727655517,77.23680342039552,28.60609998704152,77.23668102300911
-1074715751#2,28.605850957350935,77.23710209254362,28.606137373741447,77.23687586988335
-1074715752#0,28.606505722435884,77.23618996397299,28.606116682577525,77.2365605271826
-1074715752#1,28.606707446994037,77.23617501616937,28.60662027236116,77.23613217020197
-1074715753#0,28.606479836853307,77.23685644228983,28.606865531022944,77.2364809005073
-1074715753#1,28.606239092190773,77.23685205611012,28.606367948095517,77.2368896512995
-1074715754#0,28.6065819585686,77.23764996001071,28.606268851436656,77.23787510427242
-1074715754#1,28.60645533492433,77.23822034152971,28.606650943800247,77.23766870140246
-1074715755#1,28.607159842734927,77.23714302322253,28.606731076254484,77.23738933642814
-1074715756#0,28.60726116290547,77.23708321166895,28.60756558708281,77.23688660935004
-1074715756#1,28.607768052988064,77.23728044697064,28.60723314174156,77.2372065359064
-1074715757,28.606622161344536,77.2373571730248,28.60644346820875,77.23697713498107
-1074742450,28.611768251175242,77.25169698079321,28.599699062551576,77.25812854515338
-1074749101,28.59492977492435,77.24298040683264,28.595361694399863,77.24300215532861
-1074749102#0,28.59545016383087,77.24296661791831,28.595410003132812,77.2422854174835
-1074749102#1,28.595740192673887,77.24389664258585,28.595405599074834,77.24309703817693
-1074764284#1,28.62215571657635,77.22591848266191,28.624000166329814,77.22998857115844
-1074774611,28.630023683667613,77.2160163109616,28.630770565779244,77.2162494253205
-1074774612#0,28.630851720695578,77.21627455004615,28.63105953869923,77.21615180063579
-1074774613,28.631667293128917,77.21316190483553,28.63058071429131,77.21292771438218
-1074774614,28.630787073712312,77.2133469402039,28.631570694839873,77.21358489988721
-1074792173#0,28.605400291734405,77.24259882251421,28.605697512002582,77.24257630524805
-1074792173#1,28.603978737582512,77.24269294474742,28.60527048455068,77.24260792458885
-1074792173#2,28.60360551453821,77.2427282626625,28.60384682375167,77.24270394449736
-1074792174#0,28.603543152107296,77.24145283626011,28.60378807369898,77.2414392247444
-1074792174#1,28.602803982631322,77.24151995461169,28.603412070327852,77.24146262836261
-1074987321,28.631617424725523,77.21404362913958,28.631001023345664,77.21408008107522
-1075051012#0,28.595349239596633,77.21753788285275,28.595776577201466,77.21697967173556
-1075051012#2,28.59481212591387,77.21822637778287,28.595263161510193,77.2176482235911
-1075051015#0,28.600786756848233,77.21357394059066,28.600881865877387,77.21339661024425
-1075051017#0,28.603680991550316,77.21593288182368,28.603858068709584,77.21594089300918
-1075051019#0,28.606703104931906,77.22241809653917,28.60688574777461,77.22243329114646
-1075051019#1,28.6068195620908,77.22211709180493,28.606652635378907,77.22231550688963
-1075051021,28.604201350116426,77.22581102292638,28.603655452448574,77.22684491285229
-1075051024#0,28.606964490385753,77.21385102299853,28.607051253069137,77.2140245094604
-1075051024#1,28.607097931559533,77.21358072960768,28.606975530224993,77.2137330612665
-1075051024#2,28.607348014181394,77.21364333308108,28.607228936243196,77.21355904082797
-1075052926#1,28.61232241543424,77.2183094872292,28.612366689776135,77.21220648895792
-1075052927#0,28.59346367118172,77.21327945505625,28.59393682925536,77.21339548671625
-1075052927#1,28.59290357080998,77.21392372495654,28.593358829757957,77.21335658846243
-1075052928,28.599715825375757,77.21907111721514,28.599236062010917,77.21859279469187
-1075056951#0,28.59923351148788,77.22312126476386,28.599263667511067,77.22299901265067
-1075056951#1,28.599076649642438,77.22337160775973,28.599166902745242,77.22323804640084
-1075056951#2,28.599006924840015,77.22358483349616,28.59902234201861,77.22349754257479
-1075056952#0,28.598331346155877,77.22276213510132,28.59833757279666,77.22276758238029
-1075056952#1,28.598392504747935,77.2226035275597,28.598318830013625,77.2226450174802
-1075056953#0,28.599292093657198,77.2245387665458,28.59941983983103,77.2245287808323
-1075056953#2,28.598912745811717,77.22490342103562,28.599193336060644,77.22461867858877
-1075056955#0,28.597111138880074,77.21257279215355,28.59817941975213,77.2148229756518
-1075056955#1,28.595667935924954,77.21288237331008,28.59690947162368,77.21254004332256
-1075056956#0,28.594524011430025,77.22902582290757,28.594509055852594,77.22883239351394
-1075056956#1,28.59554609804627,77.2291364408445,28.59463900281182,77.22912209794264
-1075056957,28.597346491264428,77.229065875849,28.597121073328587,77.2290292204885
-1075056958,28.59739329406484,77.22897413812522,28.59796214700738,77.22893226914152
-1075056959,28.598095711161154,77.22874953365753,28.598091482563838,77.2286225718257
-1075056960#0,28.598040533581873,77.22902685463279,28.59815079133097,77.22948228412976
-1075071928,28.598246054401987,77.23070640374004,28.597710796114242,77.23073547801377
-1075071929,28.597711430902866,77.23088332134999,28.59824937488953,77.23085553138289
-1075071930,28.59705571555546,77.23075905604382,28.597034467639602,77.23033403330247
-1075071931,28.59527634306328,77.23079139285588,28.59526861689965,77.23054260304104
-1075090207,28.603566979468496,77.23121521416306,28.603604771307044,77.23064592598874
-1075090208,28.60273978635861,77.23106635433244,28.603121305561174,77.23133819386736
-1075090701,28.59698944666971,77.21567589536264,28.598526582687825,77.21716540850123
-1075257700,28.606966870670547,77.21446197667204,28.6070670249432,77.2141416022623
-1075257702#1,28.60712183606436,77.21347060348813,28.606618517022138,77.212284049381
-1075308613,28.588654646664054,77.2558909530262,28.588024746496135,77.25605516473362
-1075704879,28.621635215602474,77.23365284996926,28.619304562438437,77.23381639495248
-1075957980#0,28.59048592206663,77.24390031839829,28.59160197243102,77.24377324414345
-1075957980#1,28.590421783764945,77.24400854220163,28.59042154700506,77.24400649264898
-1075957980#2,28.59097880302688,77.24416932093604,28.590506948042485,77.2440854878503
-1075962915#0,28.591081686821532,77.24144614022164,28.59219310886754,77.24172989769163
-1075962915#2,28.590342215568608,77.24158603557778,28.590744921408735,77.24149746699312
-1076481151,28.604124162682815,77.19199643904106,28.603931510842138,77.191199251442
-1076564287#0,28.593624432147628,77.22920189001304,28.594488651318123,77.22910757667205
-1076564287#1,28.593383096903167,77.22937600428403,28.593482798013994,77.22927179011444
-1076564287#2,28.5930960849938,77.22948556689434,28.593252620773423,77.22947517271483
-1076564287#3,28.592139411985542,77.22931468695229,28.59297214042799,77.22951126784439
-1076564287#4,28.593014208320618,77.22943313276053,28.59219172361038,77.22927203739457
-1076564288,28.59172572241033,77.22894120552081,28.59211678294311,77.22920932303182
-1076564289,28.593339387096403,77.22955398322092,28.59356587527709,77.22931157324214
-1076788966,28.593182587173853,77.21251246215296,28.593396179334434,77.21324082883373
-1077595197,28.602141453536813,77.2278922023108,28.6023221064011,77.22891747717088
-1078382396#1,28.611246743524543,77.23871897952438,28.609530937317682,77.23780378715396
-1078382396#2,28.611222755439652,77.23994133858885,28.61124268849357,77.23886612849499
-1078382397,28.60943554471119,77.23869016945231,28.61119458705277,77.2387739041464
-1078405776,28.59039403805806,77.24388047677472,28.59022458443281,77.24278479689393
-1090706676,28.604924536778338,77.22147663451008,28.6036004217873,77.2205968054256
-1115964325,28.627219581903923,77.19791078818773,28.62659585456263,77.19901030805885
-1116437801,28.599804911008835,77.24292754786956,28.599793797788166,77.24266671410108
-1116437802,28.598444987343147,77.24305947285504,28.598715443390343,77.24303495711085
-1116437803,28.598824344726996,77.24346041838947,28.598793867969857,77.24313752839308
-1117097084,28.58780064859375,77.24397759592792,28.588075456042866,77.24419718381922
-1117997332#1,28.629411036232202,77.20219516807245,28.62870307883834,77.20175823442669
-1119548738#1,28.630606344138634,77.22657166814297,28.630951306710497,77.22594991335635
-1120299304,28.630558693940415,77.22090012270058,28.630865361477472,77.22074152402044
-112102186#0,28.60520784945372,77.22735390066461,28.605012413293892,77.227787776826
-112102186#1,28.605479983075245,77.22674946644811,28.60526684827256,77.22722274329449
-112102188#0,28.606315703476447,77.2386986325814,28.60635428172123,77.23867368587823
-112102188#1,28.6058836792703,77.2389726781236,28.606201168276776,77.2387718621623
-112102195,28.60472130878447,77.22926575746456,28.604682081887148,77.2299939038415
-112102196#0,28.6063120518953,77.23880498878431,28.602283650350845,77.24022050633101
-112102196#1,28.605088748449067,77.23650418947226,28.60624414494535,77.23867727997819
-112102196#2,28.603573763224745,77.23678156974849,28.605006608325116,77.23639683462414
-112102196#3,28.603272400235042,77.23697311868251,28.60346087108906,77.23685370995989
-112102196#4,28.6023546412912,77.23756137382401,28.603158965153227,77.23704534923358
-112102196#5,28.602011859393894,77.23778046261423,28.602241565048207,77.23763371301152
-112102196#6,28.601075975327447,77.23834603241917,28.601898590851647,77.23785351293789
-112102203,28.60515859981132,77.22930126849204,28.605119392887474,77.23001173060048
-112102205#0,28.604691691247535,77.23765559004657,28.60468705748095,77.23681027191527
-112102205#1,28.604922579948717,77.23845356341633,28.60465795042846,77.23777009947958
-112102205#2,28.605792188228833,77.23895632143278,28.60498253164864,77.23857128663337
-112102206#0,28.604561007911784,77.23875588782961,28.6042563942206,77.23869616057385
-112102206#1,28.604914763707228,77.23855533133761,28.60467889334148,77.23870379176668
-112102208#0,28.59965719964891,77.23995427346104,28.59966301551353,77.24025752432493
-112102208#1,28.599509096169648,77.23955261895541,28.59962557566851,77.23982591076631
-112102209,28.605582012312855,77.22933577113832,28.605543450035494,77.2300289709041
-112102211#0,28.602180147739368,77.23955509409544,28.602227199000893,77.24013128173543
-112102211#1,28.601629399101906,77.2401502904419,28.60209437834436,77.23948733132623
-112102213#0,28.6023824532977,77.23790435825232,28.602145951381164,77.23805832446196
-112102213#1,28.603316858966526,77.23735173125777,28.602500776220083,77.23783121035271
-112102213#2,28.603608709216964,77.2371243002898,28.603432612414313,77.23727024633388
-112102213#3,28.603569480239667,77.23688801219245,28.603630413792683,77.23700646950111
-112102215#0,28.603117155896534,77.23838092726582,28.60363652567484,77.2380463715818
-112102215#1,28.602941327419575,77.23849415989649,28.603004070808176,77.23845377702166
-112102217#1,28.601275299276192,77.22544599229485,28.60050384303284,77.2265068954842
-112102217#2,28.601681946043154,77.22488049921797,28.601359780233672,77.22533439178409
-112102219#1,28.60432700517971,77.21950748312854,28.603614920352886,77.21992651941257
-112102219#2,28.605231178315204,77.2180800847584,28.60444385462253,77.21943009003108
-112102220,28.604834587108577,77.22627689293886,28.604241692270413,77.22726593359512
-112102221#0,28.60612709272613,77.22929646919766,28.60650218496559,77.22936134023587
